price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,sqft_basement,yr_built,city,country
606000.0,4.0,2.5,2110,13850,0,0,1987,Issaquah,USA
312000.0,4.0,2.0,1300,7054,0,0,1950,Seattle,USA
650000.0,3.0,1.5,1630,7475,0,470,1940,Seattle,USA
1135000.0,4.0,2.75,3370,8103,0,1400,1970,Seattle,USA
325000.0,4.0,2.5,1890,6156,0,910,1980,Seattle,USA
425000.0,4.0,2.0,1520,7983,0,0,1967,Inglewood-Finn Hill,USA
219000.0,2.0,1.0,900,5160,0,0,1952,Seattle,USA
250000.0,3.0,1.0,1050,6874,0,0,1954,Shoreline,USA
390000.0,3.0,1.75,1260,6500,0,0,1966,Bellevue,USA
475000.0,6.0,3.0,3470,117612,0,0,1924,Kenmore,USA
736000.0,4.0,2.5,2290,12047,0,0,1988,Bellevue,USA
407000.0,4.0,2.25,2810,23400,0,1100,1958,Des Moines,USA
272000.0,3.0,2.5,1650,13816,0,0,1998,Carnation,USA
362000.0,3.0,2.25,1640,14374,0,500,1963,Burien,USA
535000.0,3.0,2.5,1850,10109,0,0,1991,Kirkland,USA
284000.0,4.0,2.5,2000,5390,0,0,2003,Kent,USA
367500.0,3.0,1.5,1410,9647,0,0,1961,Shoreline,USA
379900.0,4.0,1.75,1500,11600,0,500,1955,Kenmore,USA
520000.0,3.0,2.5,2460,54885,0,0,1980,Renton,USA
175000.0,3.0,1.0,1010,7034,0,0,1954,Renton,USA
460000.0,2.0,2.25,1230,929,0,210,2004,Seattle,USA
345000.0,4.0,2.5,2331,3826,0,0,2007,Renton,USA
455000.0,5.0,2.5,2240,7770,0,900,1978,Kirkland,USA
610000.0,4.0,3.0,2450,10117,0,870,1967,Bellevue,USA
563000.0,4.0,3.0,3100,15480,0,700,1996,Kenmore,USA
612500.0,4.0,2.0,2060,5000,0,1030,1949,Seattle,USA
218000.0,3.0,1.75,1850,7684,0,530,1979,Federal Way,USA
404000.0,4.0,1.75,1840,10720,0,880,1958,Bellevue,USA
860000.0,4.0,2.0,3740,32417,0,0,2000,Redmond,USA
136500.0,3.0,1.5,1420,8580,0,0,1962,Federal Way,USA
313950.0,3.0,1.0,1510,6083,0,650,1940,Seattle,USA
575000.0,3.0,1.75,2130,6500,0,960,1954,Seattle,USA
1225000.0,4.0,2.25,3490,6906,0,1210,1928,Seattle,USA
280000.0,3.0,1.75,1630,11800,0,0,1971,North Bend,USA
515000.0,3.0,2.5,1790,7167,0,0,1989,Sammamish,USA
513000.0,4.0,2.5,2000,5684,0,0,1996,Kenmore,USA
599000.0,4.0,2.25,2260,29930,0,860,1977,Bellevue,USA
685000.0,4.0,2.5,3030,7864,0,0,1999,Sammamish,USA
365000.0,3.0,1.5,1310,8160,0,0,1950,Seattle,USA
762300.0,4.0,2.5,3880,14550,0,0,1987,Sammamish,USA
1580000.0,4.0,3.25,3760,10920,0,1360,1950,Seattle,USA
562000.0,5.0,2.25,3040,8111,0,0,1984,Redmond,USA
530000.0,5.0,2.5,2910,9636,0,1220,1964,Bellevue,USA
525000.0,3.0,2.5,2970,11985,0,1200,1995,Sammamish,USA
484000.0,2.0,1.75,1660,6000,0,500,1942,Seattle,USA
725126.0,4.0,2.5,3200,12369,0,0,1998,Newcastle,USA
360000.0,4.0,2.0,2680,18768,0,0,1965,Auburn,USA
387000.0,3.0,1.0,1230,9568,0,0,1962,Newcastle,USA
483500.0,4.0,2.5,2740,45732,0,0,1995,Woodinville,USA
655500.0,4.0,3.5,3380,8330,0,0,2000,Shoreline,USA
345000.0,3.0,1.0,1110,6250,0,0,1956,Seattle,USA
533000.0,5.0,2.75,1800,3780,0,400,1926,Seattle,USA
385000.0,3.0,1.75,1900,5520,0,620,1982,Seattle,USA
675000.0,2.0,1.0,930,36478,0,0,1951,Bellevue,USA
197000.0,3.0,1.75,1690,7735,0,630,1976,Auburn,USA
485000.0,3.0,2.0,1420,4080,0,0,1905,Seattle,USA
1870000.0,5.0,4.0,4510,15175,0,0,1969,Mercer Island,USA
295000.0,3.0,2.25,1980,8000,0,420,1974,Federal Way,USA
499000.0,2.0,1.75,1170,2400,0,430,1903,Seattle,USA
1050000.0,3.0,2.5,2200,1970,0,590,2008,Seattle,USA
191000.0,3.0,1.5,800,8850,0,0,1959,Federal Way,USA
500000.0,3.0,2.5,1480,1171,0,0,2006,Seattle,USA
390000.0,5.0,3.75,2890,5000,0,1580,2006,Seattle,USA
979000.0,3.0,2.5,2690,4047,0,0,2014,Seattle,USA
580000.0,4.0,3.25,3569,8327,0,0,2013,Renton,USA
369950.0,3.0,2.0,1270,1320,0,0,2006,Seattle,USA
1800000.0,5.0,5.0,4490,10279,0,560,2013,Bellevue,USA
776000.0,4.0,2.5,3040,6425,0,0,2008,Redmond,USA
519950.0,3.0,2.25,1170,1249,0,0,2014,Seattle,USA
255000.0,5.0,2.25,2060,8632,0,1030,1962,Burien,USA
495000.0,3.0,1.0,990,6000,0,0,1943,Seattle,USA
510000.0,4.0,2.5,2430,5203,0,0,2003,Shoreline,USA
1150000.0,4.0,4.0,4460,103382,0,0,2001,Redmond,USA
253000.0,3.0,1.75,1250,10122,0,0,1994,Black Diamond,USA
503000.0,3.0,2.75,1540,6760,0,330,1980,Kirkland,USA
275000.0,3.0,2.5,1600,7000,0,0,1993,Maple Valley,USA
249000.0,3.0,1.0,1110,8423,0,0,1952,Burien,USA
310000.0,3.0,1.75,1840,10723,0,620,1974,Renton,USA
750000.0,3.0,2.75,2520,5401,0,1160,1946,Seattle,USA
630000.0,3.0,2.5,2680,327135,0,0,1995,Ravensdale,USA
599999.0,9.0,4.5,3830,6988,0,1380,1938,Seattle,USA
758000.0,4.0,2.75,2410,9549,0,630,1956,Kirkland,USA
248500.0,4.0,1.75,1720,10018,0,0,1960,Covington,USA
310000.0,3.0,1.75,2070,37904,0,650,1973,Kent,USA
460000.0,3.0,2.0,1760,9055,0,0,1985,Redmond,USA
675000.0,3.0,1.75,1680,10500,0,0,1959,Bellevue,USA
526000.0,2.0,2.0,1550,2400,0,0,1900,Seattle,USA
560000.0,3.0,3.0,4120,60392,0,940,1994,Carnation,USA
415000.0,4.0,3.0,1830,9548,0,0,1991,Bothell,USA
246000.0,3.0,1.0,1400,7410,0,0,1944,Burien,USA
314500.0,3.0,1.75,1870,12381,0,0,1957,Federal Way,USA
3200000.0,7.0,4.5,6210,8856,0,1450,1910,Seattle,USA
420000.0,2.0,1.5,1040,3500,0,0,1904,Seattle,USA
535000.0,3.0,1.75,2720,149410,0,0,1988,Carnation,USA
350000.0,3.0,1.0,1010,9360,0,0,1981,Kirkland,USA
515000.0,3.0,1.75,1580,9147,0,370,1967,Bellevue,USA
749950.0,4.0,2.75,2600,6050,0,640,1949,Seattle,USA
230000.0,3.0,2.5,1920,9180,0,0,1988,Renton,USA
568000.0,3.0,2.0,2350,5080,0,570,1929,Seattle,USA
250000.0,1.0,1.0,1100,4373,0,280,1947,Burien,USA
581000.0,4.0,2.0,2510,13695,0,1230,1961,Kirkland,USA
651000.0,3.0,2.5,3240,108366,0,0,1991,Kent,USA
600000.0,3.0,2.5,2460,108900,0,600,1977,Issaquah,USA
500000.0,2.0,1.0,1010,3885,0,0,1906,Seattle,USA
475000.0,2.0,1.0,820,2723,0,0,1921,Seattle,USA
352000.0,5.0,2.5,2420,8560,0,800,1978,Seattle,USA
420000.0,3.0,2.25,1770,8165,0,0,1977,Kirkland,USA
428000.0,2.0,2.0,1350,3900,0,0,2003,Redmond,USA
599000.0,3.0,1.75,1960,4788,0,870,1920,Seattle,USA
492000.0,4.0,2.5,3305,16164,0,1060,1922,Shoreline,USA
630000.0,2.0,2.25,2550,5663,0,830,2011,Renton,USA
900000.0,5.0,3.75,4130,226076,0,960,1985,Woodinville,USA
1110000.0,4.0,1.5,2310,13300,0,420,1950,Clyde Hill,USA
575000.0,4.0,2.0,1650,5000,0,0,1955,Seattle,USA
705000.0,4.0,2.5,2650,4316,0,1130,1905,Seattle,USA
940000.0,4.0,2.25,1890,5940,0,420,1963,Seattle,USA
313000.0,3.0,1.75,2190,8000,0,0,1967,Federal Way,USA
618080.0,3.0,2.5,2030,6500,0,0,1988,Issaquah,USA
640000.0,3.0,3.0,2270,5175,0,140,2002,Renton,USA
485000.0,3.0,2.0,1610,4160,0,600,1917,Seattle,USA
300000.0,2.0,1.0,760,3001,0,0,1913,Seattle,USA
379500.0,2.0,1.0,1640,17335,0,800,1978,Redmond,USA
339950.0,3.0,2.25,1630,12295,0,0,1985,Renton,USA
1500000.0,6.0,2.5,3560,6480,0,0,1914,Seattle,USA
1340000.0,3.0,3.0,2960,5500,0,520,1937,Seattle,USA
500000.0,3.0,2.5,1940,37565,0,0,1987,Issaquah,USA
239900.0,3.0,2.0,1410,7566,0,0,1985,Kent,USA
314950.0,3.0,1.0,1040,16986,0,0,1968,Renton,USA
361280.0,2.0,1.0,820,6400,0,0,1944,Seattle,USA
100000.0,2.0,1.0,910,22000,0,0,1956,Algona,USA
540000.0,7.0,5.75,3700,7647,0,0,1948,Lake Forest Park,USA
480500.0,4.0,2.5,2180,11200,0,0,1968,Woodinville,USA
280000.0,3.0,2.5,1600,4271,0,0,2000,Auburn,USA
440000.0,3.0,1.75,1500,6180,0,440,1947,Seattle,USA
530000.0,3.0,1.0,1340,4284,0,260,1910,Seattle,USA
560000.0,3.0,2.0,1860,13374,0,0,1985,Issaquah,USA
775000.0,3.0,2.0,2540,7200,0,940,1905,Seattle,USA
160000.0,2.0,1.0,1040,13100,0,0,1912,Kent,USA
209950.0,3.0,1.5,1380,11130,0,0,1960,Federal Way,USA
226500.0,3.0,1.75,1640,10762,0,510,1988,Covington,USA
380000.0,5.0,1.75,3000,6000,0,1500,1958,Seattle,USA
409500.0,4.0,2.75,2140,13000,0,820,1968,Kenmore,USA
690000.0,3.0,2.0,1760,6428,0,780,1942,Seattle,USA
405000.0,3.0,2.25,1660,8307,0,0,1961,Shoreline,USA
375000.0,3.0,2.5,1830,13042,0,0,1990,Maple Valley,USA
794154.0,4.0,2.0,2210,8556,0,1000,1954,Seattle,USA
185000.0,4.0,1.0,1490,6600,0,0,1969,Burien,USA
245000.0,3.0,1.5,1260,1270,0,220,2005,Seattle,USA
1532500.0,5.0,4.5,4270,8076,0,870,2007,Kirkland,USA
1040000.0,4.0,3.5,3900,8391,0,0,2006,Kirkland,USA
425000.0,2.0,2.5,1150,1027,0,0,2008,Seattle,USA
495000.0,4.0,2.75,2656,21195,0,0,2014,Auburn,USA
365000.0,5.0,2.75,2410,5003,0,1000,2008,Seattle,USA
417250.0,3.0,2.25,1606,1452,0,0,2009,Seattle,USA
339950.0,2.0,1.0,820,681,0,0,2006,Seattle,USA
615000.0,2.0,1.0,1540,6872,0,720,1946,Seattle,USA
403000.0,3.0,2.75,2090,8354,0,0,2012,Duvall,USA
980000.0,5.0,2.5,3160,11470,0,1380,1971,Mercer Island,USA
258000.0,4.0,1.75,1730,8320,0,500,1977,Federal Way,USA
533000.0,3.0,1.0,1670,4080,0,500,1967,Seattle,USA
537500.0,4.0,2.5,2550,4630,0,0,2005,Sammamish,USA
830000.0,5.0,3.0,3040,9601,0,1070,1968,Mercer Island,USA
712000.0,3.0,1.0,1250,4620,0,100,1900,Seattle,USA
262000.0,4.0,2.5,2020,6236,0,0,2002,Algona,USA
753888.0,4.0,2.5,2660,5500,0,0,2003,Issaquah,USA
134000.0,2.0,1.5,980,5000,0,0,1922,Skykomish,USA
402000.0,3.0,2.5,1960,8000,0,670,1977,Kirkland,USA
205000.0,2.0,1.0,720,5040,0,0,1955,Seattle,USA
553650.0,2.0,2.5,1360,1349,0,310,1997,Seattle,USA
559950.0,2.0,2.0,1870,4950,0,0,2006,Redmond,USA
260000.0,4.0,1.5,2130,8800,0,1030,1962,Kent,USA
270000.0,4.0,2.5,1810,6509,0,0,1994,Kent,USA
295000.0,2.0,1.75,2200,89298,0,1100,1973,Issaquah,USA
719000.0,3.0,2.5,1690,4500,0,0,1928,Seattle,USA
266000.0,3.0,2.5,1940,8547,0,480,1989,Kent,USA
325900.0,4.0,2.5,2320,6270,0,0,2004,Kent,USA
647500.0,4.0,1.75,2060,26036,0,900,1947,Normandy Park,USA
1039000.0,4.0,1.0,3410,5000,0,1220,1910,Seattle,USA
569000.0,4.0,2.25,2250,41688,0,0,1980,Redmond,USA
246000.0,3.0,1.75,1390,7399,0,0,1975,Kent,USA
515000.0,2.0,1.0,1060,4960,0,0,1926,Seattle,USA
207000.0,3.0,1.0,1490,8995,0,0,1954,Seattle,USA
780000.0,4.0,1.75,2480,9195,0,1090,1950,Bellevue,USA
489990.0,5.0,2.25,2440,20828,0,0,1975,Kent,USA
335000.0,3.0,1.5,2240,87625,0,760,1980,Auburn,USA
295000.0,3.0,2.5,1920,7229,0,0,1993,Federal Way,USA
385000.0,3.0,1.75,1890,9920,0,660,1944,Seattle,USA
350000.0,4.0,1.75,2250,13515,0,100,1940,Kent,USA
235000.0,2.0,1.0,1270,3008,0,620,1923,Seattle,USA
358000.0,2.0,1.5,960,1808,0,0,1993,Seattle,USA
716500.0,4.0,2.5,3290,6465,0,0,2002,Sammamish,USA
228000.0,4.0,1.75,2000,6120,0,900,1965,Seattle,USA
405000.0,2.0,1.0,1020,8155,0,0,1948,Seattle,USA
538000.0,4.0,1.75,1840,9600,0,620,1967,Redmond,USA
530000.0,3.0,1.75,1980,6760,0,0,1973,Bellevue,USA
1750000.0,6.0,3.0,3510,5760,0,0,1906,Seattle,USA
636000.0,2.0,1.75,1230,3600,0,0,1925,Seattle,USA
535000.0,4.0,2.5,2280,65836,0,0,2004,Woodinville,USA
1500000.0,3.0,1.75,2430,12757,0,1090,1952,Bellevue,USA
868500.0,3.0,2.5,2920,3942,0,0,2008,Renton,USA
530000.0,4.0,2.75,2280,2850,0,740,1930,Seattle,USA
450000.0,3.0,2.0,1510,43560,0,0,1954,Woodinville,USA
230000.0,3.0,1.75,950,6000,0,160,1939,Seattle,USA
229000.0,3.0,2.5,1190,3000,0,0,2002,Tukwila,USA
437000.0,3.0,1.75,1310,9282,0,0,1976,Redmond,USA
1307000.0,5.0,3.25,2800,3200,0,890,1932,Seattle,USA
595000.0,3.0,2.5,1750,3354,0,0,1991,Kirkland,USA
660000.0,3.0,1.75,1320,5750,0,0,1918,Seattle,USA
347500.0,4.0,2.5,2460,7350,0,0,1989,Federal Way,USA
297950.0,3.0,2.0,1240,10800,0,0,1967,Renton,USA
245000.0,3.0,1.5,1260,7964,0,0,1955,Des Moines,USA
543200.0,6.0,2.25,2820,15600,0,850,1940,Burien,USA
1250000.0,4.0,3.25,3820,24166,0,510,1990,Mercer Island,USA
413450.0,3.0,2.5,1540,1614,0,70,2008,Seattle,USA
330000.0,2.0,2.0,1550,435600,0,0,1972,Snoqualmie,USA
424500.0,3.0,1.75,1460,7700,0,0,1979,Redmond,USA
230000.0,3.0,1.0,1390,16000,0,0,1960,Algona,USA
930000.0,3.0,3.25,2640,4080,0,800,1912,Seattle,USA
349000.0,3.0,1.75,1590,9620,0,0,1988,Renton,USA
835000.0,4.0,2.0,1910,6960,0,0,1941,Seattle,USA
988500.0,3.0,2.75,2015,16807,1,0,2007,Burien,USA
500000.0,3.0,1.75,1410,1197,0,0,2012,Seattle,USA
499000.0,2.0,1.5,1110,957,0,180,2005,Seattle,USA
321950.0,2.0,1.25,860,1277,0,0,2007,Seattle,USA
494000.0,3.0,2.5,2310,4729,0,0,2011,Kenmore,USA
441750.0,2.0,1.5,1020,1060,0,0,2008,Seattle,USA
438000.0,2.0,1.0,980,1179,0,0,2010,Seattle,USA
985000.0,4.0,2.25,4230,37769,0,0,1989,Woodinville,USA
352000.0,3.0,2.25,1640,11050,0,0,1972,Renton,USA
839900.0,4.0,3.5,3810,13592,0,1250,2013,Renton,USA
765000.0,4.0,2.75,2790,10819,0,0,1996,Issaquah,USA
460000.0,4.0,1.75,1750,5500,0,700,1926,Seattle,USA
224500.0,4.0,1.0,1430,8355,0,0,1983,Auburn,USA
254000.0,3.0,2.5,1850,4597,0,0,2003,Covington,USA
255000.0,2.0,1.0,960,28717,0,0,1984,Vashon,USA
610000.0,3.0,3.0,2480,45302,0,860,1976,Woodinville,USA
920000.0,4.0,3.0,3750,11025,0,0,1976,Sammamish,USA
402500.0,4.0,2.5,2600,11951,0,0,1988,Federal Way,USA
280950.0,3.0,1.75,1390,8700,0,550,1912,Renton,USA
604000.0,4.0,2.5,2260,7753,0,0,1989,Issaquah,USA
565000.0,4.0,2.25,2470,7447,0,0,1984,Lake Forest Park,USA
255000.0,2.0,1.0,810,7980,0,0,1928,Seattle,USA
